year,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,country_origin,country_origin(ISO),region,continent,location,total_deaths,total_affected,geo_locations
2009,Natural,Hydrological,Flood,Riverine flood,Algeria,DZA,Northern Africa,Africa,"Tsabit, Aoulef districts (Arda province) Ghardaia, Ouargla, Tlemcen, Ain-Temouchent, Oran, Mostaganem, Medea, Alger, Boumerdes, Tizi Ouzou, Bejaia provinces",33.0,2548.0,"Ain-Temouchent, Alger, Bejaia, Boumerdes, Ghardaia, Medea, Mostaganem, Oran, Ouargla, Tizi Ouzou, Tlemcen (Adm1). Aoulef, Tsabit (Adm2)."
2009,Natural,Hydrological,Flood,Riverine flood,Ecuador,ECU,South America,Americas,"Montanita area (Santa Elena district, Santa Elena province), 3 de Noviembre area (El Guabo district, El Oro province), Taura, Naranjal, Puerto Inca, Lechugal areas (Naranjal district, Guayas province), El Triunfo, Colimes, Daule, San Jacinto de Yaguachi, Duran, Salitre districts (Guayas province), Machala, Balsas, El Guabo districts (El Oro province), Quevedo, Mocache, Babahoyo, Baba, Montalvo, Vinces, Urdaneta districts (Los Rios province), Echeandia district (Bolivar province), Santo Domingo district (Santo Domingo de los Tsachilas province), Salinas, La Libertad districts (Santa Elena province), Quininde, San Lorenzo, Eloy Alfaro, Esmeraldas districts (Esmeraldas province), Quito district (Pichincha province), Latacunga, La Mana districts (Cotopaxi province), Manta, 24 de Mayo, Flavio Alfaro, Sucre, Chone districts (Manabi province), Tollo Intag village (Cotacachi districts, Imbabura province), Chimborazo, Canar provinces",3.0,11807.0,"Canar, Chimborazo (Adm1). 24 de Mayo, Baba, Babahoyo, Balsas, Chone, Colimes, Cotacachi, Daule, Duran, Echeandia, El Guabo, El Triunfo, Eloy Alfaro, Esmeraldas, Flavio Alfaro, La Libertad, La Mana, Latacunga, Machala, Manta, Mocache, Montalvo, Naranjal, Quevedo, Quininde, Quito, Salinas, Salitre, San Jacinto de Yaguachi, San Lorenzo, Santa Elena, Santo Domingo, Sucre, Urdaneta, Vinces (Adm2)."
2009,Natural,Meteorological,Extreme temperature,Severe winter conditions,France,FRA,Western Europe,Europe,"Lyon city (Rhone district, Rhone-Alpes province)",3.0,200.0,Rhone (Adm2).
2009,Natural,Geophysical,Mass movement (dry),Landslide,Guatemala,GTM,Central America,Americas,"Aquil Grande, Aquil Pequeno, Independencia, Zacaton (San Cristobal Verapaz district, Alta Verapraz province)",36.0,3028.0,San Crist??bal Verapaz (Adm2).
2009,Natural,Hydrological,Flood,Riverine flood,Haiti,HTI,Caribbean,Americas,"Caracol village (Trou Du Nord district, Nord Est province), Camp Perrin, Cayes, Maniche villages (Cayes district, Sud province), Chardonnieres district (Sud province), Saint-Michel-de-l'Attalaye village (Marmelade district, Artibonite province), Ennery village (Gonaives district, Artibonite province), Dessalines, Saint-Marc districts (Artibonite province), Anse à Veau, Lazile, Plaisance villages (Anse-A-Veau district, Nippes province), Baraderes district (Nippes province), Cerca Carvajal village (Hinche district, Centre province), Ceca La Source district (Centre province), Leogane district (Ouest province), Grande Anse province",11.0,9910.0,"Grande Anse (Adm1). Anse-A-Veau, Baraderes, Cayes, Ceca La Source, Chardonnieres, Dessalines, Gonaives, Hinche, Leogane, Marmelade, Saint-Marc, Trou Du Nord (Adm2)."
2009,Natural,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Manokwari , Sorong districts (Papua Barat province)",5.0,4250.0,"Manokwari, Sorong (Adm2)."
2009,Natural,Hydrological,Landslide,Landslide,Indonesia,IDN,South-Eastern Asia,Asia,"Buwun Mas village (Central Sekotong sub-district, Lombok Barat, Nusatenggara Barat province)",15.0,5.0,Lombok Barat (Adm2).
2009,Natural,Meteorological,Extreme temperature,Heat wave,India,IND,Southern Asia,Asia,"Orissa, West Bengal, Bihar, Uttar Pradesh, Jharkhand, Andhra Pradesh provinces",120.0,25.0,"Andhra Pradesh, Bihar, Jharkhand, Orissa, Uttar Pradesh, West Bengal (Adm1)."
2007,Natural,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi districts (Niigata province), Nagano, Toyama provinces",9.0,14000.0,"Nagano, Toyama (Adm1). Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi (Adm2)."
2007,Natural,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Pisco, Ica, Chincha districts (Ica province), Canete, Lima districts (Lima province) ; Paracas city (Pisco district, Ica province), San Vicente de Canete city (Canete district, Lima province)",593.0,658331.0,"Ca??ete, Chincha, Ica, Lima, Pisco (Adm2)."
2007,Natural,Geophysical,Earthquake,Ground movement,Russian Federation ,RUS,Eastern Europe,Europe,"Yuzhno-Sakhalinsk, Nevelsk towns (Sakhalinskaya Oblast Province)",2.0,7512.0,Sakhalinskaya Oblast (Adm1).
2007,Natural,Hydrological,Flood,Riverine flood,Mexico,MEX,Central America,Americas,"Huitiupan, Ixhuatan, Ixtacomitan, Juarez, Ocotepec, Ostuacan, Pantepec, Pichucalco, Reforma, Solosuchiapa districts (Chiapas province), Tabasco province",22.0,1600000.0,"Tabasco (Adm1). Huitiupan, Ixhuatan, Ixtacomitan, Juarez, Ocotepec, Ostuacan, Pantepec, Pichucalco, Reforma, Solosuchiapa (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,United States of America  ,USA,Northern America,Americas,"Illinois, Colorado, Michigan, Minnesota, Wisconsin, Ohio, Oklahoma, North Dakota provinces",26.0,2840.0,"Colorado, Illinois, Michigan, Minnesota, North Dakota, Ohio, Oklahoma, Wisconsin (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Veracruz, Puebla provinces",5.0,33000.0,"Puebla, Veracruz (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Martinique,MTQ,Caribbean,Americas,"Fort-de-France, La Trinite, Saint-Pierre, Le Marin provinces",1.0,6.0,"Fort-de-France, La Trinite, Le Marin, Saint-Pierre (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Nicaragua,NIC,Central America,Americas,"Puerto Cabezas, Waspam, Siuna, Bonanza, Rosita districts (Atlantico Norte province)",177.0,188726.0,"Bonanza, Puerto Cabezas, Rosita, Siuna, Waspam (Adm2)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",7.0,921462.0,"National Capital region (NCR), Region III (Central Luzon) (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Ifugao, Kalinga districts (Cordillera Administrative region (CAR) province)",8.0,2000.0,"Ifugao, Kalinga (Adm2)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Isabela district (Region II (Cagayan Valley) province), Camarines Sur, Camarines Norte districts (Region V (Bicol region) province)",29.0,443115.0,"Camarines Norte, Camarines Sur, Isabela (Adm2)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Region VII (Central Visayas), Region X (Northern Mindanao) provinces",20.0,35333.0,"Region VII (Central Visayas), Region X (Northern Mindanao) (Adm1)."
2007,Natural,Geophysical,Earthquake,Ground movement,Tajikistan,TJK,Central Asia,Asia,"Oshoba, Oilmo areas (Ashtskiy district, Sogd province)",11.0,7003.0,Ashtskiy (Adm2).
2007,Natural,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Yilan, Pingdong, Tainan, Hualian, Jianyi, Taidong, Nantou, Gaoxiong, Yunlin, Xinzhu areas (Taiwan Sheng province)",18.0,1067.0,Taiwan Sheng (Adm1).
2007,Natural,Meteorological,Storm,Tropical cyclone,Pakistan,PAK,Southern Asia,Asia,"Balochistan, Sindh, North-West Frontier provinces",242.0,1650000.0,"Balochistan, North-West Frontier, Sindh (Adm1)."
2007,Natural,Meteorological,Storm,Convective storm,United States of America  ,USA,Northern America,Americas,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota provinces",12.0,40.0,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,"Okinawa, Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Aiti, Ehime, Kagawa, Kooti, Tokusima provinces",5.0,40012.0,"Aiti, Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Okinawa, Ooita, Saga, Tokusima (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Kangwon-do, Hwanghae-bukto, Hamgyong-namko provinces",610.0,1170518.0,"Hamgyong-namdo, Hwanghae-bukto, Kangwon-do (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,United States of America  ,USA,Northern America,Americas,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",8.0,5000.0,"Allen, Bates, Burnet, Eastland, Hood, Jefferson, Labette, Lampasas, Love, Miami, Montgomery, Neosho, Oklahoma, Ottawa, Parker, Pottawatomie, Vernon, Washington, Wichita, Williamson, Wilson, Woodson (Adm2)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Jamaica,JAM,Caribbean,Americas,"Clarendon, Saint Thomas, Saint James, Saint Andrew And Kingston provinces",4.0,33188.0,"Clarendon, Saint Andrew And Kingston, Saint James, Saint Thomas (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Japan,JPN,Eastern Asia,Asia,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima provinces",2.0,10000.0,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Kenya,KEN,Eastern Africa,Africa,Taita Taveta district (Coast province),4.0,2000.0,Taita Taveta (Adm2).
2007,Natural,Hydrological,Flood,Flash flood,Sri Lanka,LKA,Southern Asia,Asia,"Galle district (Southern province), Western province",15.0,121000.0,Western (Adm1). Galle (Adm2).
2007,Natural,Hydrological,Flood,Riverine flood,Nicaragua,NIC,Central America,Americas,"Esteli, Madriz, Chinandega, Leon, Managua, Masaya, Granada, Carazo, Rivas, Jinotega, Matagalpa provinces",10.0,24000.0,"Carazo, Chinandega, Esteli, Granada, Jinotega, Leon, Madriz, Managua, Masaya, Matagalpa, Rivas (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Nepal,NPL,Southern Asia,Asia,"Mahottari, Dhanusha, Sindhuli areas (Janakpur district, Central province), Jhapa area (Mechi district, Eastern province), Sunsari area (Koshi district, Eastern province), Nawalparasi, Gulmi areas (Lumbini district, Western province), Dang area (Rapti district, Mid Western province), Solukhumbu area (Sagarmatha district, Eastern province)",214.0,640706.0,"Janakpur, Koshi, Lumbini, Mechi, Rapti, Sagarmatha (Adm2)."
2007,Natural,Hydrological,Flood,Coastal flood,Philippines ,PHL,South-Eastern Asia,Asia,"Iligan City area (Lanao Del Norte district, Region X province), Lugait area (Misamis Oriental district, Region X province), Surigao, Tagana-an, Placer areas (Surigao del Norte district, Region XIII province), Polomolok area (South Cotabato district, Region XIII province), Region VII (Central Visayas) province",11.0,16463.0,"Region VII (Central Visayas) (Adm1). Lanao Del Norte, Misamis Oriental, South Cotabato, Surigao Del Norte (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Rwanda,RWA,Eastern Africa,Africa,"Nyabihu, Rubavu districts (West/Iburengerazuba province)",20.0,4000.0,"Nyabihu, Rubavu (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Tajikistan,TJK,Central Asia,Asia,"Leninskiy, Tursunzade, Varzob, Kofarnohon districts (Tadzhikistan Territories province)",1.0,17184.0,"Kofarnohon, Leninskiy, Tursunzade, Varzob (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Uganda,UGA,Eastern Africa,Africa,"Amuria, Bukedea, Kaberamaido, Katakwi, Kumi, Soroti, Amuru, Gulu, Kitgum, Pader, Amolatar, Apac, Dokolo, Lira, Oyam, Abim, Kaabong, Kotido, Moroto, Nakapiripirit, Bududa, Bukwo, Kapchorwa, Mbale, Manafwa, Sironko, Adjumani, Arua, Moyo, Nebbi, Yumbe, Kiboga, Kamuli provinces",29.0,718045.0,"Abim, Adjumani, Amolatar, Amuria, Amuru, Apac, Arua, Bududa, Bukedea, Bukwo, Dokolo, Gulu, Kaabong, Kaberamaido, Kamuli, Kapchorwa, Katakwi, Kiboga, Kitgum, Kotido, Kumi, Lira, Manafwa, Mbale, Moroto, Moyo, Nakapiripirit, Nebbi, Oyam, Pader, Sironko, Soroti, Yumbe (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Kenya,KEN,Eastern Africa,Africa,Busia district (Western province),13.0,40000.0,Busia (Adm2).
2007,Natural,Hydrological,Flood,Riverine flood,Somalia,SOM,Eastern Africa,Africa,Jowhar district (Shabelle Dhexe province),4.0,8000.0,Jowhar (Adm2).
2007,Natural,Hydrological,Flood,Riverine flood,Thailand,THA,South-Eastern Asia,Asia,"Narathiwat, Yala, Songkhla provinces",3.0,65000.0,"Narathiwat, Songkhla, Yala (Adm1)."
2007,Natural,Hydrological,Flood,Flash flood,Mali,MLI,Western Africa,Africa,Bla district (Segou province),9.0,41603.0,Bla (Adm2).
2007,Natural,Hydrological,Flood,Riverine flood,Pakistan,PAK,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West, Malir districts (Sindh province)",228.0,186.0,"Karachi Central District, Karachi East District, Karachi South District, Karachi West District, Malir District (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Romania,ROU,Eastern Europe,Europe,"Brasov, Buzau provinces ; Moldovita, Vatra Moldovita municipalities (Suceava province)",2.0,1400.0,"Brasov, Buzau, Suceava (Adm1)."
2007,Natural,Hydrological,Flood,Flash flood,United States of America  ,USA,Northern America,Americas,New York province,4.0,120.0,New York (Adm1).
2007,Natural,Climatological,Wildfire,Forest fire,Eswatini,SWZ,Southern Africa,Africa,Pigg's Peak district (Hhohho province),2.0,1500.0,Pigg's Peak (Adm2).
2007,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",United States of America  ,USA,Northern America,Americas,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",8.0,640064.0,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura (Adm2)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,"Tookyoo, Hokkaidoo, Nagano provinces",4.0,982.0,"Hokkaidoo, Nagano, Tookyoo (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,"Cheju-do, Chollanam-do provinces",20.0,602.0,"Cheju-do, Chollanam-do (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,"Yucatan, Quintana Roo, Campeche, Veracruz, Hidalgo, Puebla provinces",9.0,140000.0,"Campeche, Hidalgo, Puebla, Quintana Roo, Veracruz, Yucatan (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) provinces",3.0,380000.0,"Region III (Central Luzon), Region IV-A (Calabarzon), Region V (Bicol region) (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,Negros Occidental district (Region VI (Western Visayas) province),2.0,30000.0,Negros Occidental (Adm2).
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Region IV (Southern Tagalog), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",1.0,64000.0,"Autonomous region in Muslim Mindanao (ARMM), Region IV (Southern Tagalog), Region IX (Zamboanga Peninsula), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Papua New Guinea,PNG,Melanesia,Oceania,"Rabaraba district (Milne Bay Province), Northern province",172.0,162140.0,Northern (Adm1). Rabaraba (Adm2).
2007,Natural,Meteorological,Storm,Tropical cyclone,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Binh, Ha Tinh, Quang Tri, Quang Ngai, Quang Nam, Son La, Yen Bai, Hoa Binh, Thai Binh, Thanh Hoa, Nghe An, Ninh Binh provinces",96.0,685430.0,"Ha Tinh, Hoa Binh, Nghe An, Ninh Binh, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Son La, Thai Binh, Thanh Hoa, Yen Bai (Adm1)."
2007,Natural,Meteorological,Extreme temperature,Heat wave,Japan,JPN,Eastern Asia,Asia,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi provinces",62.0,3000.0,"Aiti, Ehime, Gifu, Gunma, Hirosima, Hukui, Hukuoka, Hukusima, Hyoogo, Ibaraki, Isikawa, Kagawa, Kagosima, Kanagawa, Kooti, Kumamoto, Kyooto, Mie, Miyagi, Miyazaki, Nagano, Nagasaki, Nara, Niigata, Okayama, Okinawa, Ooita, Oosaka, Saga, Saitama, Siga, Simane, Sizuoka, Tiba, Tokusima, Tookyoo, Totigi, Tottori, Toyama, Wakayama, Yamagata, Yamaguti, Yamanasi (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Kenya,KEN,Eastern Africa,Africa,"Mombasa, Malindi, Kwale, Kilifi, Lamu districts (Coast provinces)",2.0,651.0,"Kilifi, Kwale, Lamu, Malindi, Mombasa (Adm2)."
2007,Natural,Hydrological,Landslide,Mudslide,Kenya,KEN,Eastern Africa,Africa,"Kuvasali village (Kakamega didstrict, Western province)",20.0,6.0,Kakamega (Adm2).
2007,Natural,Hydrological,Flood,Riverine flood,Cambodia,KHM,South-Eastern Asia,Asia,"Kampong Thom, Ratanak Kiri, Preah Vihear provinces",2.0,19000.0,"Kampong Thom, Preah Vihear, Ratanak Kiri (Adm1)."
2007,Natural,Climatological,Wildfire,Forest fire,Lebanon,LBN,Western Asia,Asia,"Bekaa, Mount Lebanon, North provinces",1.0,15.0,"Bekaa, Mount Lebanon, North (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Liberia,LBR,Western Africa,Africa,"Greater Monrovia district (Montserrado province), Margibi province",1.0,17000.0,Margibi (Adm1). Greater Monrovia (Adm2).
2007,Natural,Climatological,Wildfire,Forest fire,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Europe,"Bitola, Tetovo, Krusevo, Veles provinces",1.0,1000000.0,"Bitola, Krusevo, Tetovo, Veles (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Mali,MLI,Western Africa,Africa,"Segou, Kayes, Sikasso, Koulikoro, Gao, Mopti province",9.0,47255.0,"Gao, Kayes, Koulikoro, Mopti, Segou, Sikasso (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Myanmar,MMR,South-Eastern Asia,Asia,Yangon province,5.0,3000.0,Yangon (Adm1).
2007,Natural,Hydrological,Flood,Riverine flood,Mauritania,MRT,Western Africa,Africa,"Tintane district (Hodh El-Gharbi province), Barkeol district (Assaba province), Guidimakha, Gorgol provinces",2.0,53620.0,"Gorgol, Guidimakha (Adm1). Barkeol, Tintane (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Mauritania,MRT,Western Africa,Africa,Maghama district (Gorgol province),1.0,500.0,Maghama (Adm2).
2007,Natural,Geophysical,Earthquake,Ground movement,Martinique,MTQ,Caribbean,Americas,Fort-De-France province,1.0,100.0,Administrative unit not available (Adm2).
2007,Natural,Hydrological,Flood,Riverine flood,Malaysia,MYS,South-Eastern Asia,Asia,"Johor, Kelantan, Pahang, Terengganu provinces",29.0,29000.0,"Johor, Kelantan, Pahang, Terengganu (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Niger ,NER,Western Africa,Africa,"Zinder, Maradi, Agadez, Tahoua, Tillaberi, Diffa provinces",7.0,57274.0,"Agadez, Diffa, Maradi, Tahoua, Tillaberi, Zinder (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Nigeria,NGA,Western Africa,Africa,"Plateau, Adamawa, Borno, Anambra, Bauchi, Yobe, Ogun, Nassarawa, Lagos, Sokoto, Kebbi provinces",68.0,50000.0,"Adamawa, Anambra, Bauchi, Borno, Kebbi, Lagos, Nassarawa, Ogun, Plateau, Sokoto, Yobe (Adm1)."
2007,Natural,Hydrological,Flood,Flash flood,Pakistan,PAK,Southern Asia,Asia,"Baidara, Barinjal villages (Swat district, North-West Frontier province)",22.0,500.0,Swat District (Adm2).
2007,Natural,Hydrological,Flood,Flash flood,Pakistan,PAK,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West districts (Sindh province)",44.0,20.0,"Karachi Central District, Karachi East District, Karachi South District, Karachi West District (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Pakistan,PAK,Southern Asia,Asia,"Landi Kotal, Jamrud villages (Peshawar district, North-West Frontier province), Chrasadda, Kohistan, Upper Dir districts (North-West Frontier province), Khyber Agency district (Federally Administered Tribal Areas province)",130.0,2000.0,"Charsadda District, Khyber Agency, Kohistan District, Lower Dir District, Peshawar District, Upper Dir District (Adm2)."
2007,Natural,Hydrological,Flood,Riverine flood,Panama,PAN,Central America,Americas,"Coclé, Colón, Kuna Yala, Herrera, Los Santos, Panamá, Bocas del Toro, Chiriquí, Darién, Emberá, Ngöbe Buglé, Veraguas provinces",2.0,129.0,"Bocas del Toro, Chiriquí, Coclé, Colon, Darien, Emberá, Herrera, Kuna Yala, Los Santos, Ngöbe Buglé, Panamá, Veraguas (Adm1)."
2007,Natural,Meteorological,Extreme temperature,Severe winter conditions,Peru,PER,South America,Americas,"Apurímac, Arequipa, Ayacucho, Cajamarca, Cusco, Huancavelica, Huánuco, Junín, Loreto, Moquegua, Pasco, Puno, Tacna provinces",67.0,884572.0,"Apurimac, Arequipa, Ayacucho, Cajamarca, Cusco, Huancavelica, Huanuco, Junin, Loreto, Moquegua, Pasco, Puno, Tacna (Adm1)."
2007,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Isabela, Cagayan districts (Region II (Cagayan Valley) province)",8.0,33884.0,"Cagayan, Isabela (Adm2)."
2007,Natural,Climatological,Wildfire,Forest fire,Paraguay,PRY,South America,Americas,"San Pedro, Concepcion, Presidente Hayes, Canindeyu, Amambay provinces",8.0,125000.0,"Amambay, Canindeyu, Concepcion, Presidente Hayes, San Pedro (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Romania,ROU,Eastern Europe,Europe,"Galati, Vrancea, Vaslui, Bacau provinces",7.0,1400.0,"Bacau, Galati, Vaslui, Vrancea (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Sudan ,SDN,Northern Africa,Africa,"White Nile, Khartoum, Nile, Blue Nile, Red Sea, Northern Kordofan, Southern Kordofan, Sennar, Al Jazeera provinces",150.0,565335.0,"Al Jazeera, Blue Nile, Khartoum, Nile, Northern Kordofan, Red Sea, Sennar, Southern Kordofan, White Nile (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Senegal,SEN,Western Africa,Africa,"Thies, Matam, Kaolack, Tambacounda, Dakar, Saint louis, Diourbel provinces",8.0,5300.0,"Dakar, Diourbel, Kaolack, Matam, Saint louis, Tambacounda, Thies (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,El Salvador,SLV,Central America,Americas,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces",2.0,500.0,"Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan (Adm1)."
2007,Natural,Hydrological,Flood,Flash flood,Somalia,SOM,Eastern Africa,Africa,Caluula district (Bari province),21.0,2012.0,Caluula (Adm2).
2007,Natural,Meteorological,Extreme temperature,Heat wave,Slovakia,SVK,Eastern Europe,Europe,"Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces",1.0,89.0,"Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Chad,TCD,Middle Africa,Africa,Salamat province,12.0,170000.0,Salamat (Adm1).
2007,Natural,Hydrological,Flood,Riverine flood,Chad,TCD,Middle Africa,Africa,"Kabia, Mayo-Boneye, Mayo-Dala provinces",3.0,3000.0,"Kabia, Mayo-Boneye, Mayo-Dala (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Togo,TGO,Western Africa,Africa,"Savanes, Maritime provinces",41.0,141331.0,"Maritime, Savanes (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Thailand,THA,South-Eastern Asia,Asia,"Phetchabun, Loei, Kalasin, Mukdahan, Chiang Rai, Phichit provinces",10.0,17000.0,"Chiang Rai, Kalasin, Loei, Mukdahan, Phetchabun, Phichit (Adm1)."
2007,Natural,Hydrological,Flood,Riverine flood,Thailand,THA,South-Eastern Asia,Asia,"Chumphon, Surat Thani provinces",2.0,100000.0,"Chumphon, Surat Thani (Adm1)."
2007,Natural,Hydrological,Flood,Flash flood,Tunisia,TUN,Northern Africa,Africa,"Tunis, Ariana, Manouba provinces",16.0,5000.0,"Ariana, Manouba, Tunis (Adm1)."
