year,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,country_origin,country_origin(ISO),region,continent,location,total_deaths,total_affected,geo_locations
2001,Natural,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Pucuncho city (Cayarani municipality, Condesuyos district, Arequipa province) ; Chuquibamba municipality (Condesuyos district, Arequipa province)",2.0,155.0,Condesuyos (Adm2).
2001,Natural,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Antambaba district (Apurcmac province),4.0,3965.0,Antabamba (Adm2).
2001,Natural,Hydrological,Flood,Flash flood,Peru,PER,South America,Americas,"Mazamri area (Satipo district, Junin province)",9.0,310.0,Satipo (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,Peru,PER,South America,Americas,Padre Abad district (Ucayali province),6.0,20000.0,Padre Abad (Adm2).
2001,Natural,Hydrological,Landslide,Landslide,Peru,PER,South America,Americas,"Jachahuanca village (Junin district, Junin province)",20.0,150.0,Junin (Adm2).
2001,Natural,Hydrological,Flood,Flash flood,Philippines ,PHL,South-Eastern Asia,Asia,"Zamboanga del Sur, Zamboanga del Norte, Zamboanga Sibugay districts (Region IX province), Maguindanao district (ARMM province), Sultan Kudarat, North Cotabato districts (Region XII province), Misamis Occidental district (Region X province),",37.0,79000.0,"Maguindanao, Misamis Occidental, North Cotabato, Sultan Kudarat, Zamboanga Del Norte, Zamboanga Del Sur, Zamboanga Sibugay (Adm2)."
2001,Natural,Hydrological,Flood,Flash flood,Philippines ,PHL,South-Eastern Asia,Asia,"Zamboanga City area (Zamboanga Del Sur district, Region IX province)",4.0,300.0,Zamboanga Del Sur (Adm2).
2001,Natural,Meteorological,Storm,Tropical cyclone,Philippines ,PHL,South-Eastern Asia,Asia,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region VIII (Eastern Visayas), Cordillera Administrative region (CAR), National Capital region (NCR) provinces",232.0,1902654.0,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region VIII (Eastern Visayas) (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Poland,POL,Eastern Europe,Europe,"Malopolske, Swietokrzyskie, Donoslaskie, Oploskie, Slaskie, Warminsko-Mazurkie, Podlaskie province ; Gdansk, Slupsk districts (Pomorskie province)",27.0,15000.0,"Dolnoslaskie, Malopolske, Opolskie, Podkarpackie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie (Adm1). Gdansk, Slupsk, Slupsk I (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Puerto Rico,PRI,Caribbean,Americas,"Yauco, Guayanilla districts (Mayaguez province)",2.0,9480.0,"Guayanilla Municipio, Yauco Municipio (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Pyonggang district (Kangwon-do province), Baechon district (Hwanghae province)",10.0,10000.0,"Baechon, Pyonggang (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Romania,ROU,Eastern Europe,Europe,"Alba, Arges, Brasov, Bucuresti, Buzau, Calarasi, Covasna, Dimbovita, Dolj, Giurgiu, Gorj, Harghita, Ialomita, Mehedinti, Mures, Olt, Prahova, Sibiu, Teleorman, Vilcea provinces",7.0,10803.0,"Alba, Arges, Brasov, Bucuresti, Buzau, Calarasi, Covasna, Dimbovita, Dolj, Giurgiu, Gorj, Harghita, Ialomita, Mehedinti, Mures, Olt, Prahova, Sibiu, Teleorman, Vilcea (Adm1)."
2001,Natural,Hydrological,Flood,Coastal flood,Russian Federation ,RUS,Eastern Europe,Europe,"Buryatiya Rep., Irkutskaya Oblast provinces",11.0,300000.0,"Buryatiya Rep., Irkutskaya Oblast (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Russian Federation ,RUS,Eastern Europe,Europe,"Sakha Rep., Bashkortostan Rep., Tyva Rep., Krasnoyarskiy Kray provinces",10.0,50305.0,"Bashkortostan Rep., Krasnoyarskiy Kray, Sakha Rep., Tyva Rep. (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Russian Federation ,RUS,Eastern Europe,Europe,Vladivostok region (Primorskiy Kray province),16.0,25000.0,Primorskiy Kray (Adm1).
2001,Natural,Meteorological,Extreme temperature,Cold wave,Russian Federation ,RUS,Eastern Europe,Europe,"Moskva, Moskovskaya Oblast provinces, Saint-Petersbourg city (Sankt-peterburg, Leningradskaya Oblast provinces)",332.0,174.0,"Leningradskaya Oblast, Moskovskaya Oblast, Moskva, Sankt-peterburg (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Rwanda,RWA,Eastern Africa,Africa,"West/Iburengerazuba, North/Amajyaruguru, South/Amajyepfo provinces",2.0,3000.0,"North/Amajyaruguru, South/Amajyepfo, West/Iburengerazuba (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Sudan ,SDN,Northern Africa,Africa,"Kassala, Southern Darfur, Western Darfur, Al Jazeera, Northern Kordofan, Nile, Sennar, Gadaref, Khartoum provinces",3.0,97000.0,"Al Jazeera, Gadaref, Kassala, Khartoum, Nile, Northern Kordofan, Sennar, Southern Darfur, Western Darfur (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Chad,TCD,Middle Africa,Africa,"Tandjile Ouest, Logone Occidental, Logone Oriental, Salamat, Tandjile Est, Mayo-Boneye, Mandoul provinces",100.0,175763.0,"Logone Occidental, Logone Oriental, Mandoul, Mayo-Boneye, Salamat, Tandjile Est, Tandjile Ouest (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Thailand,THA,South-Eastern Asia,Asia,"Nam Kor village (Lom Sak District, Phetchabun Province), Udon Thani, Chiang Mai, Chiang Rai, Lamphun, Nong Khai, Phrae, Nan provinces",104.0,450109.0,"Chiang Mai, Chiang Rai, Lamphun, Nan, Nong Khai, Phrae, Udon Thani (Adm1). Lom Sak (Adm2)."
2001,Natural,Hydrological,Landslide,Landslide,Tajikistan,TJK,Central Asia,Asia,Varzob district (Tadzhikistan Territories province),1.0,165.0,Varzob (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,Turkey,TUR,Western Asia,Asia,"Siverek, Halfeti districts (Sanliurfa province)",4.0,450.0,"Halfeti, Siverek (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Turkey,TUR,Western Asia,Asia,"Antakya area (Merkez district, Hatay province), Konya province",3.0,1500.0,Konya (Adm1). Merkez (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,Turkey,TUR,Western Asia,Asia,"Konak district (Izmir province), Erdemli, Merkez, Tarsus districts (Icel province), Antalya, Adana provinces",5.0,570.0,"Adana, Antalya (Adm1). Erdemli, Konak, Merkez, Tarsus (Adm2)."
2001,Natural,Hydrological,Landslide,Landslide,Turkey,TUR,Western Asia,Asia,"Camlihemsin, Cayeli, Ardesen districts (Rize province)",9.0,600.0,"Ardesen, Camlihemsin, Cayeli (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),TWN,Eastern Asia,Asia,Taiwan Sheng province,9.0,116.0,Taiwan Sheng (Adm1).
2001,Natural,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),TWN,Eastern Asia,Asia,Taiwan Sheng province,1.0,6.0,Taiwan Sheng (Adm1).
2001,Natural,Meteorological,Storm,Tropical cyclone,Taiwan (Province of China),TWN,Eastern Asia,Asia,Kaoshiung area (Taiwan Sheng province),5.0,2017.0,Taiwan Sheng (Adm1).
2001,Natural,Hydrological,Landslide,Landslide,Uganda,UGA,Eastern Africa,Africa,"Ntandi trading center (Bwamba district, Bundibugyo province)",11.0,3366.0,Bwamba (Adm2).
2001,Natural,Meteorological,Storm,Convective storm,United States of America  ,USA,Northern America,Americas,"Hoisington city (Barton district, Kansas province)",1.0,1739.0,Barton (Adm2).
2001,Natural,Meteorological,Storm,Convective storm,United States of America  ,USA,Northern America,Americas,"Siren city (Burnett district, Wisconsin province)",3.0,368.0,"Burnett, Washburn (Adm2)."
2001,Natural,Meteorological,Storm,Convective storm,United States of America  ,USA,Northern America,Americas,"Howard, Prince George's districts (Maryland province)",2.0,1050.0,"Howard, Prince George's (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,United States of America  ,USA,Northern America,Americas,"Minnesota, Iowa, Wisconsin, Illinois provinces",1.0,4400.0,"Illinois, Iowa, Minnesota, Wisconsin (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,United States of America  ,USA,Northern America,Americas,Texas province,9.0,600.0,Texas (Adm1).
2001,Natural,Climatological,Wildfire,Forest fire,United States of America  ,USA,Northern America,Americas,Florida province,1.0,139.0,Florida (Adm1).
2001,Natural,Hydrological,Flood,Flash flood,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Nam, Quang Ngai, Ha Tinh, Nghe An, Quang Tri, Phu Yen provinces",20.0,35006.0,"Ha Tinh, Nghe An, Phu Yen, Quang Nam, Quang Ngai, Quang Tri (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Viet Nam,VNM,South-Eastern Asia,Asia,"Long An, Dong Thap, An Giang, Can Tho city, Phu Tho, Kien Giang, Tien Giang, Vinh Long, Soc Trang, Tra Vinh, Ben Tre provinces",310.0,1570270.0,"An Giang, Ben Tre, Can Tho city, Dong Thap, Kien Giang, Long An, Phu Tho, Soc Trang, Tien Giang, Tra Vinh, Vinh Long (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Viet Nam,VNM,South-Eastern Asia,Asia,"Thai Nguyen, Tuyen Quang, Vinh Phuc provinces",30.0,117453.0,"Thai Nguyen, Tuyen Quang, Vinh Phuc (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Viet Nam,VNM,South-Eastern Asia,Asia,"Ha Tinh, Nghe An, Quang Binh, Thanh Hoa provinces",3.0,10003.0,"Ha Tinh, Nghe An, Quang Binh, Thanh Hoa (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Viet Nam,VNM,South-Eastern Asia,Asia,"Phu Yen, Binh Dinh, Quang Ngai, Quang Tri provinces",20.0,73183.0,"Binh Dinh, Phu Yen, Quang Ngai, Quang Tri (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Vanuatu,VUT,Melanesia,Oceania,"Santo island (Sanma province), Malekula island (Malampa province), Ambae island (Penama province), Shepherd, Efate island (Shefa province), Erromango, Tanna, Anatom island (Tafea province),",1.0,800.0,"Malampa, Penama, Sanma, Shefa, Tafea (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Dem. Rep. of the Congo,COD,Middle Africa,Africa,Kinshasa district (Kinshasa province),50.0,26.0,Kinshasa (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,Timor-Leste,TLS,South-Eastern Asia,Asia,"Lospalos, Iliomar, Luro, Tutuala districts (Lautem province)",1.0,2508.0,"Iliomar, Lospalos, Luro, Tutuala (Adm2)."
2002,Natural,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Hualien area (Name Unknown district, Taiwan Sheng province)",4.0,500.0,Name Unknown (Adm2).
2002,Natural,Geophysical,Volcanic activity,Ash fall,Dem. Rep. of the Congo,COD,Middle Africa,Africa,Goma district (Nord-Kivu province),200.0,110400.0,Goma (Adm2).
2002,Natural,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),17.0,15065.0,Administrative unit not available (Adm2).
2002,Natural,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),19.0,140782.0,Administrative unit not available (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Peru,PER,South America,Americas,"Tumbes, Cajamarca, Lima, Juni­n, Cusco, Huancavelica, Puno, Piura, Lambayeque, Arequipa, Moquegua, Apurimac, Madre de Dios, La Libertad, Huanuco provinces",6.0,8349.0,"Apurimac, Arequipa, Cajamarca, Cusco, Huancavelica, Huanuco, Junin, La Libertad, Lambayeque, Lima, Madre de Dios, Moquegua, Piura, Puno, Tumbes (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Philippines ,PHL,South-Eastern Asia,Asia,"Surigao del Sur, Agusan del Sur districts (Region XIII province), Davao del Sur, Davao del Norte, Davao Oriental, Compostella district (Region XI province)",11.0,95008.0,"Agusan Del Sur, Compostela, Davao del Norte, Davao Del Sur, Davao Oriental, Surigao Del Sur (Adm2)."
2002,Natural,Hydrological,Flood,Flash flood,Russian Federation ,RUS,Eastern Europe,Europe,"Stavropolskiy Kray, Krasnodarskiy Kray , Karatchayevo-cherkesiya Rep., Ingushetiya Rep., Adygeya Rep., Chechnya Rep., Kabardino-balkariya Rep., Severnaya Osetiya-alaniya Rep., Dagestan Rep. provinces",117.0,330613.0,"Adygeya Rep., Chechnya Rep., Dagestan Rep., Ingushetiya Rep., Kabardino-balkariya Rep., Karatchayevo-cherkesiya Rep., Krasnodarskiy Kray, Severnaya Osetiya-alaniya Rep., Stavropolskiy Kray (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Rwanda,RWA,Eastern Africa,Africa,"Rusenyi village (Karongi district, West/Iburengerazuba province), Bweyete village (Rusizi district, West/Iburengerazuba province), Byumba city (Gicumbi district, North/Amajyaruguru province), Kigali City/Umujyi wa Kigali province",69.0,20000.0,"Kigali City/Umujyi wa Kigali (Adm1). Gicumbi, Karongi, Rusizi (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Canary Is,SPI,Southern Europe,Europe,Santa Cruz de Tenerife (Canarias) (North),16.0,430.0,Santa Cruz de Tenerife (Adm2).
2002,Natural,Hydrological,Flood,Flash flood,Tajikistan,TJK,Central Asia,Asia,"Dasht, Langar areas (Roshtkala district, Badakhshoni Kuni province)",24.0,1713.0,Roshtkala (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Tajikistan,TJK,Central Asia,Asia,"Dushanbe city (Leninskiy district, Tadzhikistan Territories province)",8.0,1500.0,Leninskiy (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Dem. Rep. of the Congo,COD,Middle Africa,Africa,"Uvira area (Sud-Kivu district, Sud-Kivu province)",40.0,2540.0,Sud-Kivu (Adm2).
2002,Natural,Geophysical,Earthquake,Ground movement,Philippines ,PHL,South-Eastern Asia,Asia,"General Santos city (South Cotabato district, Region XII (Soccsksargen) province), Kiamba area (Saranggani district, Region XII (Soccsksargen) province)",15.0,73451.0,"Saranggani, South Cotabato (Adm2)."
2002,Natural,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,Wewak district (East Sepik province),4.0,4470.0,Wewak (Adm2).
2002,Natural,Meteorological,Storm,Convective storm,Thailand,THA,South-Eastern Asia,Asia,"Muang Chang Rai, Chiang Saen, Mae Chan, Wiang Chai, Phan districts (Chiang Rai province)",1.0,27704.0,"Chiang Saen, Mae Chan, Muang Chiang Rai, Phan, Wiang Chai (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Senegal,SEN,Western Africa,Africa,"Podor, Dagana districts (Saint Louis province), Matam, Louga provinces",28.0,179000.0,"Louga, Matam (Adm1). Dagana, Podor (Adm2)."
2002,Natural,Hydrological,Landslide,Landslide,Nepal,NPL,Southern Asia,Asia,"Kathmandu, Kavrepalanchock, Sindhupalchowk, Lalitpur areas (Bagmati district, Central province), Dhanusha, Mahottari areas (Janakpur district, Central province), Chitwan, Makwanpur areas (Narayani district, Central province), Bhojpur, Dhankuta areas (Koshi district, Eastern province), Taplejung area (Mechi district, Eastern province), Khotang area (Sagarmatha district, Eastern province), Syangja area (Gandaki district, Western province)",472.0,265865.0,"Bagmati, Gandaki, Janakpur, Koshi, Mechi, Narayani, Sagarmatha (Adm2)."
2002,Natural,Climatological,Drought,Drought,Uganda,UGA,Eastern Africa,Africa,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",79.0,655000.0,"Abim, Kaabong, Kotido, Moroto, Nakapiripirit (Adm1)."
2002,Natural,Climatological,Drought,Drought,Malawi,MWI,Eastern Africa,Africa,"Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Nsanje, Phalombe, Thyolo, Zomba districts (Southern Region Province)",500.0,2829435.0,"Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Nsanje, Phalombe, Thyolo, Zomba (Adm2)."
2002,Natural,Meteorological,Storm,Convective storm,Malaysia,MYS,South-Eastern Asia,Asia,"Klang Valley area (Sepang district, Selangor province), Setapak Jaya, Jalan Pinang, Jalan Semarak, Jalan Tun Razak, Pudu boroughs (Kuala Lumpur district, Kuala Lumpu province), Petaling district (Selangor province)",2.0,155.0,"Kuala Lumpur, Petaling, Sepang (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Nicaragua,NIC,Central America,Americas,Managua province,2.0,300.0,Managua (Adm1).
2002,Natural,Meteorological,Extreme temperature,Cold wave,Nepal,NPL,Southern Asia,Asia,"Bara, Parsa, Rautahat areas (Narayani district, Central province), Dhanusha, Mahottari, Sarlahi areas (Janakpur district, Central province), Banke, Bardiya areas (Bheri district, Mid Western province), Kailali area (Seti district, Far Western province)",60.0,200.0,"Bheri, Janakpur, Narayani, Seti (Adm2)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Oman,OMN,Western Asia,Asia,Dhofar province,7.0,83.0,Dhofar (Adm1).
2002,Natural,Meteorological,Storm,Convective storm,Pakistan,PAK,Southern Asia,Asia,Punjab province,14.0,12.0,Punjab (Adm1).
2002,Natural,Hydrological,Flood,Riverine flood,Pakistan,PAK,Southern Asia,Asia,"Mardan, Malakand Protected Area, Swabi, Swat districts (North-West Frontier province)",22.0,3010.0,"Malakand Protected Area, Mardan District, Peshawar District, Swabi District, Swat District (Adm2)."
2002,Natural,Meteorological,Extreme temperature,Heat wave,Pakistan,PAK,Southern Asia,Asia,"Balochistan, Punjab, Sindh provinces",113.0,24.0,"Balochistan, Punjab, Sindh (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Panama,PAN,Central America,Americas,"San Miguelito district (Panama province), Bocas del Toro, Veraguas, Chiriqui provinces",4.0,11500.0,"Bocas del Toro, Chiriquí, Veraguas (Adm1). San Miguelito (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Panama,PAN,Central America,Americas,"Bocas del Toro, Veraguas, Darien, Colon, Cocle, Kuna Yala, Panama provinces",1.0,15000.0,"Bocas del Toro, Coclé, Colon, Darien, Kuna Yala, Panamá, Veraguas (Adm1)."
2002,Natural,Meteorological,Storm,Convective storm,Peru,PER,South America,Americas,"Puno, Arequipa, Tacna, Moquegua, Ayacucho, Huancavelica, Cusco, Apurimac provinces",59.0,86682.0,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Moquegua, Puno, Tacna (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Peru,PER,South America,Americas,"Tumbes, Puno provinces",13.0,2169.0,"Puno, Tumbes (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Peru,PER,South America,Americas,Satipo district (Junin province),4.0,350.0,Satipo (Adm2).
2002,Natural,Hydrological,Flood,Coastal flood,Philippines ,PHL,South-Eastern Asia,Asia,"Negros Occidental district (Region VI province), Metropolitan Manila district (NCR province), Rizal district (Region IV-A province),",26.0,3559.0,"Metropolitan Manila, Negros Occidental, Rizal (Adm2)."
2002,Natural,Hydrological,Flood,Coastal flood,Philippines ,PHL,South-Eastern Asia,Asia,"San Pablo City area (Laguna district, Region IV-A province), Metropolitan Manila district (NCR province), Bulacan, Pampanga districts (Region III province), Pangasinan district (Region I province), Maguindanao district (ARMM province), Negros Occidental district (Region VI province), Negros Oriental district (Region VII province), Cavite district (Region IV-A province)",18.0,7000.0,"Bulacan, Cavite, Laguna, Maguindanao, Metropolitan Manila, Negros Occidental, Negros Oriental, Pampanga, Pangasinan (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Philippines ,PHL,South-Eastern Asia,Asia,"Surigao del Norte, Surigao del Sur districts (Region XIII province)",35.0,50000.0,"Surigao Del Norte, Surigao Del Sur (Adm2)."
